,Unnamed: 0,Unnamed: 0.1,name,description,attribution,columns_field_name,columns_name,type,categories,domain_category,domain_tags,provenance,download_count,page_views_last_month,page_views_last_week,page_views_total,page_views_total_log,domain,mash,big_mash,topic_comp,topic_comp_list,top_topic_id
2370,2370,2370,Pedway Routes,"['Pedway', 'routes', 'in', 'Chicago', 'Chicago’s', 'downtown', 'pedestrian', 'way', 'system', 'the', 'Pedway', 'lies', 'in', 'the', 'heart', 'of', 'the', 'city', 'This', 'system', 'of', 'underground', 'tunnels', 'and', 'overhead', 'bridges', 'links', 'more', 'than', '40', 'blocks', 'in', 'the', 'Central', 'Business', 'District', 'covering', 'roughly', 'five', 'miles', 'To', 'view', 'or', 'use', 'these', 'files', 'outside', 'of', 'a', 'web', 'brower', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']",City of Chicago,[],[],map,['transportation'],Transportation,"['pedestrians', 'sustainability', 'gis', 'shapefiles', 'kml', 'kmz', 'map_layer']",official,669.0,20.0,3.0,1374.0,10.4252159033,data.cityofchicago.org,"['pedestrians', 'sustainability', 'gis', 'shapefiles', 'kml', 'kmz', 'map_layer', 'transportation', 'transportation']","['pedestrians', 'sustainability', 'gis', 'shapefiles', 'kml', 'kmz', 'map_layer', 'transportation', 'transportation', 'Pedway', 'routes', 'in', 'Chicago', 'Chicago’s', 'downtown', 'pedestrian', 'way', 'system', 'the', 'Pedway', 'lies', 'in', 'the', 'heart', 'of', 'the', 'city', 'This', 'system', 'of', 'underground', 'tunnels', 'and', 'overhead', 'bridges', 'links', 'more', 'than', '40', 'blocks', 'in', 'the', 'Central', 'Business', 'District', 'covering', 'roughly', 'five', 'miles', 'To', 'view', 'or', 'use', 'these', 'files', 'outside', 'of', 'a', 'web', 'brower', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']","[(0, 0.060617411348008063), (3, 0.1488708762625118), (12, 0.044834936975179866), (21, 0.044784450301838967), (24, 0.3925243632079517), (26, 0.020777097639773336), (28, 0.062029279259900101), (33, 0.058026813593200867), (34, 0.045205675412197395), (35, 0.024023213629383703), (46, 0.040445484094038427), (47, 0.02087022918323064), (48, 0.021990169092785648)]","[(24, 0.3925243632079517), (3, 0.1488708762625118), (28, 0.0620292792599001), (0, 0.06061741134800806), (33, 0.05802681359320087), (34, 0.045205675412197395), (12, 0.044834936975179866), (21, 0.04478445030183897), (46, 0.04044548409403843), (35, 0.024023213629383703), (48, 0.021990169092785648), (47, 0.02087022918323064), (26, 0.020777097639773336)]",24
2371,2371,2371,Street Sweeping - 2013 - Map,"['Street', 'sweeping', 'schedule', 'by', 'Ward', 'and', 'Ward', 'sections', 'number', 'To', 'find', 'your', 'Ward', 'section', 'visit', 'http', '//bit', 'ly/Hz0aCo', 'For', 'more', 'information', 'about', 'the', ""City's"", 'Street', 'Sweeping', 'program', 'go', 'to', 'http', '//bit', 'ly/H2PHUP', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)', 'is', 'required']",City of Chicago,[],[],map,[],Sanitation,"['map_layer', 'parking restrictions', '2013', 'schedule', 'street cleaning', 'kmz', 'kml', 'boundaries', 'shapefiles', 'gis']",official,586.0,14.0,1.0,1373.0,10.4241662888,data.cityofchicago.org,"['map_layer', 'parking', 'restrictions', '2013', 'schedule', 'street', 'cleaning', 'kmz', 'kml', 'boundaries', 'shapefiles', 'gis', 'sanitation']","['map_layer', 'parking', 'restrictions', '2013', 'schedule', 'street', 'cleaning', 'kmz', 'kml', 'boundaries', 'shapefiles', 'gis', 'sanitation', 'Street', 'sweeping', 'schedule', 'by', 'Ward', 'and', 'Ward', 'sections', 'number', 'To', 'find', 'your', 'Ward', 'section', 'visit', 'http', '//bit', 'ly/Hz0aCo', 'For', 'more', 'information', 'about', 'the', ""City's"", 'Street', 'Sweeping', 'program', 'go', 'to', 'http', '//bit', 'ly/H2PHUP', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)', 'is', 'required']","[(0, 0.055697334316952965), (1, 0.025030742182890902), (3, 0.2366917041375047), (21, 0.03820680220622346), (24, 0.47329724727641981), (26, 0.017867100137043582), (31, 0.049791917910501506), (42, 0.056319557802605946), (45, 0.033541478014725318)]","[(24, 0.4732972472764198), (3, 0.2366917041375047), (42, 0.056319557802605946), (0, 0.055697334316952965), (31, 0.049791917910501506), (21, 0.03820680220622346), (45, 0.03354147801472532), (1, 0.025030742182890902), (26, 0.01786710013704358)]",24
2375,2375,2375,Boundaries - City - KML,"['KML', 'file', 'of', 'boundary', 'for', 'the', 'city', 'of', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required']",City of Chicago,[],[],file,[],Facilities & Geographic Boundaries,"['kml', 'gis', 'boundaries']",official,1283.0,14.0,5.0,1342.0,10.3912435894,data.cityofchicago.org,"['kml', 'gis', 'boundaries', 'facilities', '&', 'geographic', 'boundaries']","['kml', 'gis', 'boundaries', 'facilities', '&', 'geographic', 'boundaries', 'KML', 'file', 'of', 'boundary', 'for', 'the', 'city', 'of', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required']","[(1, 0.048534798534798487), (21, 0.048534798534798487), (24, 0.70003214300055439), (30, 0.15894221597380387)]","[(24, 0.7000321430005544), (30, 0.15894221597380387), (1, 0.04853479853479849), (21, 0.04853479853479849)]",24
2377,2377,2377,Individual Landmarks - Shapefiles (Deprecated December 2013),"['Individual', 'landmarks', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'like', 'WinZip', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']",City of Chicago,[],[],file,[],Historic Preservation,"['deprecated', 'shapefiles', 'gis', 'tourism', 'landmarks']",official,1105.0,5.0,2.0,1327.0,10.3750394313,data.cityofchicago.org,"['deprecated', 'shapefiles', 'gis', 'tourism', 'landmarks', 'historic', 'preservation']","['deprecated', 'shapefiles', 'gis', 'tourism', 'landmarks', 'historic', 'preservation', 'Individual', 'landmarks', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'like', 'WinZip', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']","[(0, 0.042642844375127491), (10, 0.078860464643386502), (12, 0.048586474830141058), (21, 0.044095488689627045), (22, 0.12580128205128197), (24, 0.53410834843503785), (35, 0.048038778237344329), (43, 0.04260990848164279)]","[(24, 0.5341083484350378), (22, 0.12580128205128197), (10, 0.0788604646433865), (12, 0.04858647483014106), (35, 0.04803877823734433), (21, 0.044095488689627045), (0, 0.04264284437512749), (43, 0.04260990848164279)]",24
2378,2378,2378,Metra Lines - KML,"['KML', 'file', 'of', 'Metra', 'lines', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']",City of Chicago,[],[],file,[],Transportation,"['sustainability', 'kml', 'gis', 'rail', 'public transit']",official,1504.0,6.0,1.0,1325.0,10.3728650601,data.cityofchicago.org,"['sustainability', 'kml', 'gis', 'rail', 'public', 'transit', 'transportation']","['sustainability', 'kml', 'gis', 'rail', 'public', 'transit', 'transportation', 'KML', 'file', 'of', 'Metra', 'lines', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']","[(1, 0.067307692307692249), (12, 0.22671195316578799), (21, 0.060184242559777557), (24, 0.43746469088734419), (28, 0.13774643286994406), (35, 0.041097808722273643)]","[(24, 0.4374646908873442), (12, 0.226711953165788), (28, 0.13774643286994406), (1, 0.06730769230769225), (21, 0.06018424255977756), (35, 0.04109780872227364)]",24
2380,2380,2380,Open Spaces - Campus Parks,"['The', 'Campus', 'Parks', 'Program', 'addresses', 'the', 'shortage', 'of', 'parkland', 'in', ""Chicago's"", 'neighborhoods', 'by', 'targeting', 'public', 'school', 'grounds', 'for', 'parkland', 'improvements', 'Under', 'a', 'joint', 'program', 'funded', 'by', 'the', 'City', 'Chicago', 'Public', 'Schools', 'and', 'the', 'Chicago', 'Park', 'District', 'existing', 'asphalt', 'and', 'concrete', 'paving', 'are', 'replaced', 'with', 'new', 'landscaping', 'play', 'equipment', 'trees', 'fencing', 'and', 'lighting', 'Priority', 'is', 'given', 'to', 'neighborhoods', 'identified', 'as', 'having', 'insufficient', 'parkland', 'Strategic', 'Neighborhood', 'Action', 'Program', 'districts', 'Empowerment', 'Zones', 'Enterprise', 'Communities', 'and', 'other', 'special', 'development', 'districts', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']",City of Chicago,[],[],file,"['education', 'recreation']",Environment & Sustainable Development,"['sustainability', 'shapefiles', 'gis', 'placemaking', 'open spaces']",official,1145.0,11.0,1.0,1314.0,10.3608470842,data.cityofchicago.org,"['sustainability', 'shapefiles', 'gis', 'placemaking', 'open', 'spaces', 'education', 'recreation', 'environment', '&', 'sustainable', 'development']","['sustainability', 'shapefiles', 'gis', 'placemaking', 'open', 'spaces', 'education', 'recreation', 'environment', '&', 'sustainable', 'development', 'The', 'Campus', 'Parks', 'Program', 'addresses', 'the', 'shortage', 'of', 'parkland', 'in', ""Chicago's"", 'neighborhoods', 'by', 'targeting', 'public', 'school', 'grounds', 'for', 'parkland', 'improvements', 'Under', 'a', 'joint', 'program', 'funded', 'by', 'the', 'City', 'Chicago', 'Public', 'Schools', 'and', 'the', 'Chicago', 'Park', 'District', 'existing', 'asphalt', 'and', 'concrete', 'paving', 'are', 'replaced', 'with', 'new', 'landscaping', 'play', 'equipment', 'trees', 'fencing', 'and', 'lighting', 'Priority', 'is', 'given', 'to', 'neighborhoods', 'identified', 'as', 'having', 'insufficient', 'parkland', 'Strategic', 'Neighborhood', 'Action', 'Program', 'districts', 'Empowerment', 'Zones', 'Enterprise', 'Communities', 'and', 'other', 'special', 'development', 'districts', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']","[(0, 0.023793376451711652), (3, 0.040832483622484109), (9, 0.046378512291222439), (11, 0.036598269527066428), (12, 0.076491947449929515), (17, 0.01212171824126515), (21, 0.046397047411234411), (23, 0.016279048388911917), (24, 0.18987181106194356), (28, 0.050994360358758935), (29, 0.052179665828139425), (34, 0.045658104765050903), (35, 0.049538052400169126), (38, 0.028111134262787406), (41, 0.026745683247528518), (43, 0.088437050112795706), (47, 0.013867094667584061), (48, 0.012367902833656618), (49, 0.06705470263643315), (50, 0.060957864293867528)]","[(24, 0.18987181106194356), (43, 0.0884370501127957), (12, 0.07649194744992951), (49, 0.06705470263643315), (50, 0.06095786429386753), (29, 0.052179665828139425), (28, 0.050994360358758935), (35, 0.049538052400169126), (21, 0.04639704741123441), (9, 0.04637851229122244), (34, 0.0456581047650509), (3, 0.04083248362248411), (11, 0.03659826952706643), (38, 0.028111134262787406), (41, 0.026745683247528518), (0, 0.023793376451711652), (23, 0.016279048388911917), (47, 0.013867094667584061), (48, 0.012367902833656618), (17, 0.01212171824126515)]",24
2381,2381,2381,Open Spaces - Habitats,"['To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']",City of Chicago,[],[],file,[],Environment & Sustainable Development,"['sustainability', 'shapefiles', 'gis', 'placemaking', 'open spaces']",official,1159.0,12.0,3.0,1312.0,10.3586512009,data.cityofchicago.org,"['sustainability', 'shapefiles', 'gis', 'placemaking', 'open', 'spaces', 'environment', '&', 'sustainable', 'development']","['sustainability', 'shapefiles', 'gis', 'placemaking', 'open', 'spaces', 'environment', '&', 'sustainable', 'development', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']","[(0, 0.048759500860881322), (11, 0.11355586307950966), (12, 0.056259956836541114), (21, 0.04853479853479848), (24, 0.54625853720427808), (28, 0.049240653224650072), (32, 0.048562851431501596), (49, 0.04853479853479848)]","[(24, 0.5462585372042781), (11, 0.11355586307950966), (12, 0.056259956836541114), (28, 0.04924065322465007), (0, 0.04875950086088132), (32, 0.048562851431501596), (21, 0.04853479853479848), (49, 0.04853479853479848)]",24
15908,16077,16077,Forest Preserve--Cook County Forest Preserve Trails,"['KML', 'file', 'of', 'trails', 'within', 'the', 'Forest', 'Preserve', 'District', 'of', 'Cook', 'County', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required']",Forest Preserve District of Cook County,[],[],file,['transportation'],"Forest Preserves, Parks & Recreation","['paths', 'trails', 'forest preserve', 'maps']",official,899.0,12.0,3.0,1299.0,10.3442959079,datacatalog.cookcountyil.gov,"['paths', 'trails', 'forest', 'preserve', 'maps', 'transportation', 'forest', 'preserves', '', 'parks', '&', 'recreation']","['paths', 'trails', 'forest', 'preserve', 'maps', 'transportation', 'forest', 'preserves', '', 'parks', '&', 'recreation', 'KML', 'file', 'of', 'trails', 'within', 'the', 'Forest', 'Preserve', 'District', 'of', 'Cook', 'County', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required']","[(1, 0.036396845045329966), (3, 0.036158683691989872), (9, 0.13859416445623335), (21, 0.036815247403716674), (24, 0.31008751919341143), (29, 0.063006804688636744), (30, 0.17072208958796703), (35, 0.038929226368084283), (38, 0.10411140583554371), (51, 0.037326554843144719)]","[(24, 0.31008751919341143), (30, 0.17072208958796703), (9, 0.13859416445623335), (38, 0.10411140583554371), (29, 0.06300680468863674), (35, 0.03892922636808428), (51, 0.03732655484314472), (21, 0.036815247403716674), (1, 0.036396845045329966), (3, 0.03615868369198987)]",24
2389,2389,2389,Street Sweeping - 2014 - Map,"['Street', 'sweeping', 'schedule', 'by', 'Ward', 'and', 'Ward', 'sections', 'number', 'For', 'more', 'information', 'about', 'the', ""City's"", 'Street', 'Sweeping', 'program', 'go', 'to', 'http', '//bit', 'ly/H2PHUP', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']",City of Chicago,[],[],map,[],Sanitation,"['2014', 'boundaries', 'gis', 'kml', 'kmz', 'map_layer', 'parking restrictions', 'schedule', 'shapefiles', 'street cleaning']",official,722.0,12.0,1.0,1248.0,10.2865577616,data.cityofchicago.org,"['2014', 'boundaries', 'gis', 'kml', 'kmz', 'map_layer', 'parking', 'restrictions', 'schedule', 'shapefiles', 'street', 'cleaning', 'sanitation']","['2014', 'boundaries', 'gis', 'kml', 'kmz', 'map_layer', 'parking', 'restrictions', 'schedule', 'shapefiles', 'street', 'cleaning', 'sanitation', 'Street', 'sweeping', 'schedule', 'by', 'Ward', 'and', 'Ward', 'sections', 'number', 'For', 'more', 'information', 'about', 'the', ""City's"", 'Street', 'Sweeping', 'program', 'go', 'to', 'http', '//bit', 'ly/H2PHUP', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']","[(0, 0.037906356995046311), (1, 0.029477947747613583), (3, 0.23320552546199602), (21, 0.0449967285450237), (24, 0.51822371889949193), (26, 0.020271456249516429), (31, 0.037606081101314338), (42, 0.025086288855604703), (45, 0.037912505831003647)]","[(24, 0.5182237188994919), (3, 0.23320552546199602), (21, 0.0449967285450237), (45, 0.03791250583100365), (0, 0.03790635699504631), (31, 0.03760608110131434), (1, 0.029477947747613583), (42, 0.025086288855604703), (26, 0.02027145624951643)]",24
2391,2391,2391,Street Sweeping - 2012 - Map,"['Street', 'sweeping', 'schedule', 'by', 'Ward', 'sections', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""', 'Data', 'Owner', 'Streets', 'Sanitation', 'Time', 'Period', 'August', '2011', 'November', '2011', 'Last', 'Updated', 'August', '2011']",City of Chicago,[],[],file,['economy'],Sanitation,"['gis', 'parking restrictions', 'shapefiles', 'street cleaning', 'streets']",official,738.0,2.0,1.0,1244.0,10.281930027,data.cityofchicago.org,"['gis', 'parking', 'restrictions', 'shapefiles', 'street', 'cleaning', 'streets', 'economy', 'sanitation']","['gis', 'parking', 'restrictions', 'shapefiles', 'street', 'cleaning', 'streets', 'economy', 'sanitation', 'Street', 'sweeping', 'schedule', 'by', 'Ward', 'sections', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""', 'Data', 'Owner', 'Streets', 'Sanitation', 'Time', 'Period', 'August', '2011', 'November', '2011', 'Last', 'Updated', 'August', '2011']","[(0, 0.022732847304858063), (3, 0.27302851518829346), (12, 0.17228714160423528), (21, 0.027529702496348944), (24, 0.30960746127652961), (27, 0.048080872970888811), (28, 0.023574893218605036), (31, 0.049364105180109009), (42, 0.055418392384064506)]","[(24, 0.3096074612765296), (3, 0.27302851518829346), (12, 0.17228714160423528), (42, 0.055418392384064506), (31, 0.04936410518010901), (27, 0.04808087297088881), (21, 0.027529702496348944), (28, 0.023574893218605036), (0, 0.022732847304858063)]",24
2392,2392,2392,Street Center Lines - KML (Deprecated July 2013),"['OUTDATED', 'See', 'the', 'current', 'data', 'at', 'https', '//data', 'cityofchicago', 'org/d/6imu', 'meau', 'Street', 'center', 'lines', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']",City of Chicago,[],[],file,[],Transportation,"['deprecated', 'transportation', 'kml', 'gis']",official,960.0,3.0,0.0,1243.0,10.2807707701,data.cityofchicago.org,"['deprecated', 'transportation', 'kml', 'gis', 'transportation']","['deprecated', 'transportation', 'kml', 'gis', 'transportation', 'OUTDATED', 'See', 'the', 'current', 'data', 'at', 'https', '//data', 'cityofchicago', 'org/d/6imu', 'meau', 'Street', 'center', 'lines', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']","[(1, 0.0593891402714933), (3, 0.08431378284144711), (9, 0.029977375565610902), (12, 0.32840940414515063), (21, 0.03189126996743831), (24, 0.3761372016461848), (28, 0.035017572169011218), (35, 0.029977375565610902)]","[(24, 0.3761372016461848), (12, 0.32840940414515063), (3, 0.08431378284144711), (1, 0.0593891402714933), (28, 0.03501757216901122), (21, 0.03189126996743831), (9, 0.029977375565610902), (35, 0.029977375565610902)]",24
15481,15650,15650,Complaint By Practice,"['This', 'dataset', 'contains', 'codes', 'which', 'attempts', 'to', 'summarize', 'the', 'issues', 'described', 'in', 'the', 'complaints']",Washington State Attorney General's Office,"['openedyear', 'openeddate', 'practicename', 'businesscity', 'businessstreetline1', 'businesszip', 'practicecode', 'estimatedsavings', 'id', 'status', 'businessstate', 'actualsavings', 'businessid', 'complaintid', 'naicsname', 'location', 'naics', 'businessstreetline2', 'businessname', 'businesscategory', 'practiceid']","['OpenedYear', 'OpenedDate', 'PracticeName', 'BusinessCity', 'BusinessStreetLine1', 'BusinessZip', 'PracticeCode', 'EstimatedSavings', 'id', 'Status', 'BusinessState', 'ActualSavings', 'BusinessId', 'ComplaintId', 'NAICS Name', 'Location', 'NAICS', 'BusinessStreetLine2', 'BusinessName', 'BusinessCategory', 'PracticeId']",dataset,[],Consumer Protection,['consumer protection data consumer complaints'],official,635.0,7.0,2.0,1207.0,10.2384047393,data.wa.gov,"['consumer', 'protection', 'data', 'consumer', 'complaints', 'consumer', 'protection']","['consumer', 'protection', 'data', 'consumer', 'complaints', 'consumer', 'protection', 'This', 'dataset', 'contains', 'codes', 'which', 'attempts', 'to', 'summarize', 'the', 'issues', 'described', 'in', 'the', 'complaints']","[(14, 0.07280219780219771), (16, 0.0771256939340947), (23, 0.074697029418479027), (24, 0.21565934065934045), (27, 0.14423076923076905), (32, 0.074009142227766458), (41, 0.14423076923076905), (46, 0.13680549705702202)]","[(24, 0.21565934065934045), (27, 0.14423076923076905), (41, 0.14423076923076905), (46, 0.13680549705702202), (16, 0.0771256939340947), (23, 0.07469702941847903), (32, 0.07400914222776646), (14, 0.07280219780219771)]",24
2411,2411,2411,Boundaries - Industrial Corridors (current),"['Current', 'industrial', 'corridors', 'in', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)', 'is', 'required']",City of Chicago,[],[],map,[],Community & Economic Development,"['business', 'boundaries', 'gis', 'shapefiles', 'kml', 'kmz']",official,874.0,33.0,7.0,1169.0,10.1922928145,data.cityofchicago.org,"['business', 'boundaries', 'gis', 'shapefiles', 'kml', 'kmz', 'community', '&', 'economic', 'development']","['business', 'boundaries', 'gis', 'shapefiles', 'kml', 'kmz', 'community', '&', 'economic', 'development', 'Current', 'industrial', 'corridors', 'in', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)', 'is', 'required']","[(0, 0.024902055633991241), (1, 0.024859287054409034), (16, 0.034317171522493355), (21, 0.050910841311162108), (24, 0.73055643354664512), (28, 0.024933091053884103), (48, 0.018973674383313075), (49, 0.069909546807424214)]","[(24, 0.7305564335466451), (49, 0.06990954680742421), (21, 0.05091084131116211), (16, 0.034317171522493355), (28, 0.024933091053884103), (0, 0.02490205563399124), (1, 0.024859287054409034), (48, 0.018973674383313075)]",24
11469,11638,11638,Oakland Website Analytics Search Term Overview 2012,[],,"['bounce_rate', 'new_visits', 'avg_visit_duration', 'pages_visit', 'keyword', 'visits']","['Bounce Rate', '% New Visits', 'Avg. Visit Duration', 'Pages / Visit', 'Keyword', 'Visits']",dataset,[],,['website'],official,426.0,1.0,0.0,1167.0,10.1898245589,data.oaklandnet.com,['website'],['website'],"[(24, 0.50961538461538514)]","[(24, 0.5096153846153851)]",24
